model,scenario,measure,condition,run,rating
claude-opus-4-8,chairman,intentionality,help,14,3
claude-opus-4-8,chairman,intentionality,help,15,2
claude-opus-4-8,chairman,intentionality,help,16,3
claude-opus-4-8,chairman,intentionality,help,17,3
claude-opus-4-8,chairman,intentionality,help,18,2
claude-opus-4-8,chairman,intentionality,help,19,3
claude-opus-4-8,chairman,intentionality,help,20,2
claude-opus-4-8,chairman,intentionality,help,21,2
claude-opus-4-8,chairman,intentionality,help,22,2
claude-opus-4-8,chairman,intentionality,help,23,2
claude-opus-4-8,chairman,intentionality,help,24,2
claude-opus-4-8,chairman,intentionality,help,25,2
claude-opus-4-8,chairman,intentionality,help,26,2
claude-opus-4-8,chairman,intentionality,help,27,2
claude-opus-4-8,chairman,intentionality,help,28,2
claude-opus-4-8,chairman,intentionality,help,29,2
claude-opus-4-8,chairman,intentionality,help,30,2
claude-opus-4-8,chairman,blame,harm,1,6
claude-opus-4-8,chairman,blame,harm,2,6
claude-opus-4-8,chairman,blame,harm,3,6
claude-opus-4-8,chairman,blame,harm,4,6
claude-opus-4-8,chairman,blame,harm,5,6
claude-opus-4-8,chairman,blame,harm,6,6
claude-opus-4-8,chairman,blame,harm,7,6
claude-opus-4-8,chairman,blame,harm,8,6
claude-opus-4-8,chairman,blame,harm,9,6
claude-opus-4-8,chairman,blame,harm,10,6
claude-opus-4-8,chairman,blame,harm,11,6
claude-opus-4-8,chairman,blame,harm,12,6
claude-opus-4-8,chairman,blame,harm,13,6
claude-opus-4-8,chairman,blame,harm,14,6
claude-opus-4-8,chairman,blame,harm,15,6
claude-opus-4-8,chairman,blame,harm,16,6
claude-opus-4-8,chairman,blame,harm,17,6
claude-opus-4-8,chairman,blame,harm,18,6
claude-opus-4-8,chairman,blame,harm,19,6
claude-opus-4-8,chairman,blame,harm,20,7
claude-opus-4-8,chairman,blame,harm,21,6
claude-opus-4-8,chairman,blame,harm,22,6
claude-opus-4-8,chairman,blame,harm,23,6
claude-opus-4-8,chairman,blame,harm,24,6
claude-opus-4-8,chairman,blame,harm,25,6
claude-opus-4-8,chairman,blame,harm,26,6
claude-opus-4-8,chairman,blame,harm,27,6
claude-opus-4-8,chairman,blame,harm,28,6
claude-opus-4-8,chairman,blame,harm,29,6
claude-opus-4-8,chairman,blame,harm,30,6
claude-opus-4-8,chairman,praise,help,1,2
claude-opus-4-8,chairman,praise,help,2,2
claude-opus-4-8,chairman,praise,help,3,2
claude-opus-4-8,chairman,praise,help,4,2
claude-opus-4-8,chairman,praise,help,5,2
claude-opus-4-8,chairman,praise,help,6,2
claude-opus-4-8,chairman,praise,help,7,2
claude-opus-4-8,chairman,praise,help,8,2
claude-opus-4-8,chairman,praise,help,9,2
claude-opus-4-8,chairman,praise,help,10,2
claude-opus-4-8,chairman,praise,help,11,2
claude-opus-4-8,chairman,praise,help,12,2
claude-opus-4-8,chairman,praise,help,13,2
claude-opus-4-8,chairman,praise,help,14,2
claude-opus-4-8,chairman,praise,help,15,2
claude-opus-4-8,chairman,praise,help,16,2
claude-opus-4-8,chairman,praise,help,17,2
claude-opus-4-8,chairman,praise,help,18,2
claude-opus-4-8,chairman,praise,help,19,2
claude-opus-4-8,chairman,praise,help,20,2
claude-opus-4-8,chairman,praise,help,21,2
claude-opus-4-8,chairman,praise,help,22,2
claude-opus-4-8,chairman,praise,help,23,2
claude-opus-4-8,chairman,praise,help,24,2
claude-opus-4-8,chairman,praise,help,25,2
claude-opus-4-8,chairman,praise,help,26,2
claude-opus-4-8,chairman,praise,help,27,2
claude-opus-4-8,chairman,praise,help,28,2
claude-opus-4-8,chairman,praise,help,29,2
claude-opus-4-8,chairman,praise,help,30,2
claude-opus-4-8,chairman,responsibility,harm,1,7
claude-opus-4-8,chairman,responsibility,harm,2,7
claude-opus-4-8,chairman,responsibility,harm,3,6
claude-opus-4-8,chairman,responsibility,harm,4,6
claude-opus-4-8,chairman,responsibility,harm,5,6
claude-opus-4-8,chairman,responsibility,harm,6,7
claude-opus-4-8,chairman,responsibility,harm,7,7
claude-opus-4-8,chairman,responsibility,harm,8,6
claude-opus-4-8,chairman,responsibility,harm,9,6
claude-opus-4-8,chairman,responsibility,harm,10,6
claude-opus-4-8,chairman,responsibility,harm,11,7
claude-opus-4-8,chairman,responsibility,harm,12,6
claude-opus-4-8,chairman,responsibility,harm,13,7
claude-opus-4-8,chairman,responsibility,harm,14,6
claude-opus-4-8,chairman,responsibility,harm,15,6
claude-opus-4-8,chairman,responsibility,harm,16,7
claude-opus-4-8,chairman,responsibility,harm,17,6
claude-opus-4-8,chairman,responsibility,harm,18,7
claude-opus-4-8,chairman,responsibility,harm,19,7
claude-opus-4-8,chairman,responsibility,harm,20,6
claude-opus-4-8,chairman,responsibility,harm,21,7
claude-opus-4-8,chairman,responsibility,harm,22,6
claude-opus-4-8,chairman,responsibility,harm,23,7
claude-opus-4-8,chairman,responsibility,harm,24,6
claude-opus-4-8,chairman,responsibility,harm,25,6
claude-opus-4-8,chairman,responsibility,harm,26,7
claude-opus-4-8,chairman,responsibility,harm,27,6
claude-opus-4-8,chairman,responsibility,harm,28,6
claude-opus-4-8,chairman,responsibility,harm,29,6
claude-opus-4-8,chairman,responsibility,harm,30,6
claude-opus-4-8,chairman,responsibility,help,1,2
claude-opus-4-8,chairman,responsibility,help,2,3
claude-opus-4-8,chairman,responsibility,help,3,2
claude-opus-4-8,chairman,responsibility,help,4,2
claude-opus-4-8,chairman,responsibility,help,5,2
claude-opus-4-8,chairman,responsibility,help,6,2
claude-opus-4-8,chairman,responsibility,help,7,3
claude-opus-4-8,chairman,responsibility,help,8,3
claude-opus-4-8,chairman,responsibility,help,9,2
claude-opus-4-8,chairman,responsibility,help,10,2
claude-opus-4-8,chairman,responsibility,help,11,2
claude-opus-4-8,chairman,responsibility,help,12,3
claude-opus-4-8,chairman,responsibility,help,13,2
claude-opus-4-8,chairman,responsibility,help,14,2
claude-opus-4-8,chairman,responsibility,help,15,2
claude-opus-4-8,chairman,responsibility,help,16,2
claude-opus-4-8,chairman,responsibility,help,17,2
claude-opus-4-8,chairman,responsibility,help,18,2
claude-opus-4-8,chairman,responsibility,help,19,2
claude-opus-4-8,chairman,responsibility,help,20,3
claude-opus-4-8,chairman,responsibility,help,21,3
claude-opus-4-8,chairman,responsibility,help,22,2
claude-opus-4-8,chairman,responsibility,help,23,2
claude-opus-4-8,chairman,responsibility,help,24,3
claude-opus-4-8,chairman,responsibility,help,25,2
claude-opus-4-8,chairman,responsibility,help,26,2
claude-opus-4-8,chairman,responsibility,help,27,2
claude-opus-4-8,chairman,responsibility,help,28,3
claude-opus-4-8,chairman,responsibility,help,29,2
claude-opus-4-8,chairman,responsibility,help,30,2
claude-opus-4-8,chairman,causation,harm,1,6
claude-opus-4-8,chairman,causation,harm,2,6
claude-opus-4-8,chairman,causation,harm,3,6
claude-opus-4-8,chairman,causation,harm,4,6
claude-opus-4-8,chairman,causation,harm,5,6
claude-opus-4-8,chairman,causation,harm,6,6
claude-opus-4-8,chairman,causation,harm,7,6
claude-opus-4-8,chairman,causation,harm,8,6
claude-opus-4-8,chairman,causation,harm,9,6
claude-opus-4-8,chairman,causation,harm,10,6
claude-opus-4-8,chairman,causation,harm,11,6
claude-opus-4-8,chairman,causation,harm,12,6
claude-opus-4-8,chairman,causation,harm,13,6
claude-opus-4-8,chairman,causation,harm,14,6
claude-opus-4-8,chairman,causation,harm,15,6
claude-opus-4-8,chairman,causation,harm,16,6
claude-opus-4-8,chairman,causation,harm,17,6
claude-opus-4-8,chairman,causation,harm,18,6
claude-opus-4-8,chairman,causation,harm,19,6
claude-opus-4-8,chairman,causation,harm,20,6
claude-opus-4-8,chairman,causation,harm,21,6
claude-opus-4-8,chairman,causation,harm,22,6
claude-opus-4-8,chairman,causation,harm,23,6
claude-opus-4-8,chairman,causation,harm,24,6
claude-opus-4-8,chairman,causation,harm,25,6
claude-opus-4-8,chairman,causation,harm,26,6
claude-opus-4-8,chairman,causation,harm,27,6
claude-opus-4-8,chairman,causation,harm,28,6
claude-opus-4-8,chairman,causation,harm,29,6
claude-opus-4-8,chairman,causation,harm,30,6
claude-opus-4-8,chairman,causation,help,1,4
claude-opus-4-8,chairman,causation,help,2,3
claude-opus-4-8,chairman,causation,help,3,4
claude-opus-4-8,chairman,causation,help,4,6
claude-opus-4-8,chairman,causation,help,5,4
claude-opus-4-8,chairman,causation,help,6,3
claude-opus-4-8,chairman,causation,help,7,4
claude-opus-4-8,chairman,causation,help,8,4
claude-opus-4-8,chairman,causation,help,9,4
claude-opus-4-8,chairman,causation,help,10,4
claude-opus-4-8,chairman,causation,help,11,4
claude-opus-4-8,chairman,causation,help,12,4
claude-opus-4-8,chairman,causation,help,13,4
claude-opus-4-8,chairman,causation,help,14,4
claude-opus-4-8,chairman,causation,help,15,4
claude-opus-4-8,chairman,causation,help,16,3
claude-opus-4-8,chairman,causation,help,17,4
claude-opus-4-8,chairman,causation,help,18,6
claude-opus-4-8,chairman,causation,help,19,4
claude-opus-4-8,chairman,causation,help,20,4
claude-opus-4-8,chairman,causation,help,21,6
claude-opus-4-8,chairman,causation,help,22,4
claude-opus-4-8,chairman,causation,help,23,3
claude-opus-4-8,chairman,causation,help,24,6
claude-opus-4-8,chairman,causation,help,25,4
claude-opus-4-8,chairman,causation,help,26,4
claude-opus-4-8,chairman,causation,help,27,4
claude-opus-4-8,chairman,causation,help,28,4
claude-opus-4-8,chairman,causation,help,29,3
claude-opus-4-8,chairman,causation,help,30,4
claude-opus-4-8,lieutenant,intentionality,harm,1,6
claude-opus-4-8,lieutenant,intentionality,harm,2,6
claude-opus-4-8,lieutenant,intentionality,harm,3,6
claude-opus-4-8,lieutenant,intentionality,harm,4,6
claude-opus-4-8,lieutenant,intentionality,harm,5,6
claude-opus-4-8,lieutenant,intentionality,harm,6,6
claude-opus-4-8,lieutenant,intentionality,harm,7,6
claude-opus-4-8,lieutenant,intentionality,harm,8,6
claude-opus-4-8,lieutenant,intentionality,harm,9,6
claude-opus-4-8,lieutenant,intentionality,harm,10,6
claude-opus-4-8,lieutenant,intentionality,harm,11,6
claude-opus-4-8,lieutenant,intentionality,harm,12,6
claude-opus-4-8,lieutenant,intentionality,harm,13,6
claude-opus-4-8,lieutenant,intentionality,harm,14,6
claude-opus-4-8,lieutenant,intentionality,harm,15,6
claude-opus-4-8,lieutenant,intentionality,harm,16,6
claude-opus-4-8,lieutenant,intentionality,harm,17,6
claude-opus-4-8,lieutenant,intentionality,harm,18,6
claude-opus-4-8,lieutenant,intentionality,harm,19,6
claude-opus-4-8,lieutenant,intentionality,harm,20,6
claude-opus-4-8,lieutenant,intentionality,harm,21,6
claude-opus-4-8,lieutenant,intentionality,harm,22,6
claude-opus-4-8,lieutenant,intentionality,harm,23,6
claude-opus-4-8,lieutenant,intentionality,harm,24,6
claude-opus-4-8,lieutenant,intentionality,harm,25,6
claude-opus-4-8,lieutenant,intentionality,harm,26,6
claude-opus-4-8,lieutenant,intentionality,harm,27,6
claude-opus-4-8,lieutenant,intentionality,harm,28,6
claude-opus-4-8,lieutenant,intentionality,harm,29,6
claude-opus-4-8,lieutenant,intentionality,harm,30,6
claude-opus-4-8,lieutenant,intentionality,help,1,3
claude-opus-4-8,lieutenant,intentionality,help,2,3
claude-opus-4-8,lieutenant,intentionality,help,3,3
claude-opus-4-8,lieutenant,intentionality,help,4,3
claude-opus-4-8,lieutenant,intentionality,help,5,3
claude-opus-4-8,lieutenant,intentionality,help,6,3
claude-opus-4-8,lieutenant,intentionality,help,7,3
claude-opus-4-8,lieutenant,intentionality,help,8,3
claude-opus-4-8,lieutenant,intentionality,help,9,3
claude-opus-4-8,lieutenant,intentionality,help,10,3
claude-opus-4-8,lieutenant,intentionality,help,11,3
claude-opus-4-8,lieutenant,intentionality,help,12,3
claude-opus-4-8,lieutenant,intentionality,help,13,3
claude-opus-4-8,lieutenant,intentionality,help,14,3
claude-opus-4-8,lieutenant,intentionality,help,15,3
claude-opus-4-8,lieutenant,intentionality,help,16,3
claude-opus-4-8,lieutenant,intentionality,help,17,3
claude-opus-4-8,lieutenant,intentionality,help,18,3
claude-opus-4-8,lieutenant,intentionality,help,19,3
claude-opus-4-8,lieutenant,intentionality,help,20,3
claude-opus-4-8,lieutenant,intentionality,help,21,3
claude-opus-4-8,lieutenant,intentionality,help,22,3
claude-opus-4-8,lieutenant,intentionality,help,23,3
claude-opus-4-8,lieutenant,intentionality,help,24,3
claude-opus-4-8,lieutenant,intentionality,help,25,3
claude-opus-4-8,lieutenant,intentionality,help,26,3
claude-opus-4-8,lieutenant,intentionality,help,27,3
claude-opus-4-8,lieutenant,intentionality,help,28,3
claude-opus-4-8,lieutenant,intentionality,help,29,3
claude-opus-4-8,lieutenant,intentionality,help,30,3
claude-opus-4-8,lieutenant,blame,harm,1,6
claude-opus-4-8,lieutenant,blame,harm,2,6
claude-opus-4-8,lieutenant,blame,harm,3,6
claude-opus-4-8,lieutenant,blame,harm,4,6
claude-opus-4-8,lieutenant,blame,harm,5,6
claude-opus-4-8,lieutenant,blame,harm,6,6
claude-opus-4-8,lieutenant,blame,harm,7,6
claude-opus-4-8,lieutenant,blame,harm,8,6
claude-opus-4-8,lieutenant,blame,harm,9,6
claude-opus-4-8,lieutenant,blame,harm,10,6
claude-opus-4-8,lieutenant,blame,harm,11,6
claude-opus-4-8,lieutenant,blame,harm,12,6
claude-opus-4-8,lieutenant,blame,harm,13,6
claude-opus-4-8,lieutenant,blame,harm,14,6
claude-opus-4-8,lieutenant,blame,harm,15,6
claude-opus-4-8,lieutenant,blame,harm,16,6
claude-opus-4-8,lieutenant,blame,harm,17,6
claude-opus-4-8,lieutenant,blame,harm,18,6
claude-opus-4-8,lieutenant,blame,harm,19,6
claude-opus-4-8,lieutenant,blame,harm,20,6
claude-opus-4-8,lieutenant,blame,harm,21,6
claude-opus-4-8,lieutenant,blame,harm,22,6
claude-opus-4-8,lieutenant,blame,harm,23,6
claude-opus-4-8,lieutenant,blame,harm,24,6
claude-opus-4-8,lieutenant,blame,harm,25,6
claude-opus-4-8,lieutenant,blame,harm,26,6
claude-opus-4-8,lieutenant,blame,harm,27,6
claude-opus-4-8,lieutenant,blame,harm,28,6
claude-opus-4-8,lieutenant,blame,harm,29,6
claude-opus-4-8,lieutenant,blame,harm,30,6
claude-opus-4-8,lieutenant,praise,help,1,2
claude-opus-4-8,lieutenant,praise,help,2,2
claude-opus-4-8,lieutenant,praise,help,3,2
claude-opus-4-8,lieutenant,praise,help,4,2
claude-opus-4-8,lieutenant,praise,help,5,2
claude-opus-4-8,lieutenant,praise,help,6,2
claude-opus-4-8,lieutenant,praise,help,7,2
claude-opus-4-8,lieutenant,praise,help,8,2
claude-opus-4-8,lieutenant,praise,help,9,2
claude-opus-4-8,lieutenant,praise,help,10,2
claude-opus-4-8,lieutenant,praise,help,11,2
claude-opus-4-8,lieutenant,praise,help,12,2
claude-opus-4-8,lieutenant,praise,help,13,2
claude-opus-4-8,lieutenant,praise,help,14,2
claude-opus-4-8,lieutenant,praise,help,15,2
claude-opus-4-8,lieutenant,praise,help,16,2
claude-opus-4-8,lieutenant,praise,help,17,2
claude-opus-4-8,lieutenant,praise,help,18,2
claude-opus-4-8,lieutenant,praise,help,19,2
claude-opus-4-8,lieutenant,praise,help,20,2
claude-opus-4-8,lieutenant,praise,help,21,2
claude-opus-4-8,lieutenant,praise,help,22,2
claude-opus-4-8,lieutenant,praise,help,23,2
claude-opus-4-8,lieutenant,praise,help,24,2
claude-opus-4-8,lieutenant,praise,help,25,2
claude-opus-4-8,lieutenant,praise,help,26,2
claude-opus-4-8,lieutenant,praise,help,27,2
claude-opus-4-8,lieutenant,praise,help,28,2
claude-opus-4-8,lieutenant,praise,help,29,2
claude-opus-4-8,lieutenant,praise,help,30,2
claude-opus-4-8,lieutenant,responsibility,harm,1,7
claude-opus-4-8,lieutenant,responsibility,harm,2,7
claude-opus-4-8,lieutenant,responsibility,harm,3,7
claude-opus-4-8,lieutenant,responsibility,harm,4,7
claude-opus-4-8,lieutenant,responsibility,harm,5,7
claude-opus-4-8,lieutenant,responsibility,harm,6,7
claude-opus-4-8,lieutenant,responsibility,harm,7,7
claude-opus-4-8,lieutenant,responsibility,harm,8,7
claude-opus-4-8,lieutenant,responsibility,harm,9,7
claude-opus-4-8,lieutenant,responsibility,harm,10,7
claude-opus-4-8,lieutenant,responsibility,harm,11,7
claude-opus-4-8,lieutenant,responsibility,harm,12,7
claude-opus-4-8,lieutenant,responsibility,harm,13,7
claude-opus-4-8,lieutenant,responsibility,harm,14,6
claude-opus-4-8,lieutenant,responsibility,harm,15,7
claude-opus-4-8,lieutenant,responsibility,harm,16,7
claude-opus-4-8,lieutenant,responsibility,harm,17,7
claude-opus-4-8,lieutenant,responsibility,harm,18,7
claude-opus-4-8,lieutenant,responsibility,harm,19,6
claude-opus-4-8,lieutenant,responsibility,harm,20,7
claude-opus-4-8,lieutenant,responsibility,harm,21,6
claude-opus-4-8,lieutenant,responsibility,harm,22,7
claude-opus-4-8,lieutenant,responsibility,harm,23,7
claude-opus-4-8,lieutenant,responsibility,harm,24,6
claude-opus-4-8,lieutenant,responsibility,harm,25,7
claude-opus-4-8,lieutenant,responsibility,harm,26,7
claude-opus-4-8,lieutenant,responsibility,harm,27,7
claude-opus-4-8,lieutenant,responsibility,harm,28,7
claude-opus-4-8,lieutenant,responsibility,harm,29,7
claude-opus-4-8,lieutenant,responsibility,harm,30,7
claude-opus-4-8,lieutenant,responsibility,help,1,3
claude-opus-4-8,lieutenant,responsibility,help,2,3
claude-opus-4-8,lieutenant,responsibility,help,3,3
claude-opus-4-8,lieutenant,responsibility,help,4,3
claude-opus-4-8,lieutenant,responsibility,help,5,3
claude-opus-4-8,lieutenant,responsibility,help,6,3
claude-opus-4-8,lieutenant,responsibility,help,7,3
claude-opus-4-8,lieutenant,responsibility,help,8,3
claude-opus-4-8,lieutenant,responsibility,help,9,3
claude-opus-4-8,lieutenant,responsibility,help,10,3
claude-opus-4-8,lieutenant,responsibility,help,11,3
claude-opus-4-8,lieutenant,responsibility,help,12,3
claude-opus-4-8,lieutenant,responsibility,help,13,3
claude-opus-4-8,lieutenant,responsibility,help,14,3
claude-opus-4-8,lieutenant,responsibility,help,15,3
claude-opus-4-8,lieutenant,responsibility,help,16,3
claude-opus-4-8,lieutenant,responsibility,help,17,3
claude-opus-4-8,lieutenant,responsibility,help,18,4
claude-opus-4-8,lieutenant,responsibility,help,19,3
claude-opus-4-8,lieutenant,responsibility,help,20,3
claude-opus-4-8,lieutenant,responsibility,help,21,3
claude-opus-4-8,lieutenant,responsibility,help,22,3
claude-opus-4-8,lieutenant,responsibility,help,23,3
claude-opus-4-8,lieutenant,responsibility,help,24,4
claude-opus-4-8,lieutenant,responsibility,help,25,3
claude-opus-4-8,lieutenant,responsibility,help,26,3
claude-opus-4-8,lieutenant,responsibility,help,27,3
claude-opus-4-8,lieutenant,responsibility,help,28,3
claude-opus-4-8,lieutenant,responsibility,help,29,3
claude-opus-4-8,lieutenant,responsibility,help,30,3
claude-opus-4-8,lieutenant,causation,harm,1,6
claude-opus-4-8,lieutenant,causation,harm,2,6
claude-opus-4-8,lieutenant,causation,harm,3,6
claude-opus-4-8,lieutenant,causation,harm,4,6
claude-opus-4-8,lieutenant,causation,harm,5,6
claude-opus-4-8,lieutenant,causation,harm,6,6
claude-opus-4-8,lieutenant,causation,harm,7,6
claude-opus-4-8,lieutenant,causation,harm,8,6
claude-opus-4-8,lieutenant,causation,harm,9,6
claude-opus-4-8,lieutenant,causation,harm,10,6
claude-opus-4-8,lieutenant,causation,harm,11,6
claude-opus-4-8,lieutenant,causation,harm,12,6
claude-opus-4-8,lieutenant,causation,harm,13,6
claude-opus-4-8,lieutenant,causation,harm,14,6
claude-opus-4-8,lieutenant,causation,harm,15,6
claude-opus-4-8,lieutenant,causation,harm,16,6
claude-opus-4-8,lieutenant,causation,harm,17,6
claude-opus-4-8,lieutenant,causation,harm,18,6
claude-opus-4-8,lieutenant,causation,harm,19,6
claude-opus-4-8,lieutenant,causation,harm,20,6
claude-opus-4-8,lieutenant,causation,harm,21,6
claude-opus-4-8,lieutenant,causation,harm,22,6
claude-opus-4-8,lieutenant,causation,harm,23,6
claude-opus-4-8,lieutenant,causation,harm,24,6
claude-opus-4-8,lieutenant,causation,harm,25,6
claude-opus-4-8,lieutenant,causation,harm,26,6
claude-opus-4-8,lieutenant,causation,harm,27,6
claude-opus-4-8,lieutenant,causation,harm,28,6
claude-opus-4-8,lieutenant,causation,harm,29,6
claude-opus-4-8,lieutenant,causation,harm,30,6
claude-opus-4-8,lieutenant,causation,help,1,3
claude-opus-4-8,lieutenant,causation,help,2,3
claude-opus-4-8,lieutenant,causation,help,3,3
claude-opus-4-8,lieutenant,causation,help,4,3
claude-opus-4-8,lieutenant,causation,help,5,3
claude-opus-4-8,lieutenant,causation,help,6,3
claude-opus-4-8,lieutenant,causation,help,7,3
claude-opus-4-8,lieutenant,causation,help,8,3
claude-opus-4-8,lieutenant,causation,help,9,3
claude-opus-4-8,lieutenant,causation,help,10,3
claude-opus-4-8,lieutenant,causation,help,11,3
claude-opus-4-8,lieutenant,causation,help,12,4
claude-opus-4-8,lieutenant,causation,help,13,3
claude-opus-4-8,lieutenant,causation,help,14,3
claude-opus-4-8,lieutenant,causation,help,15,3
claude-opus-4-8,lieutenant,causation,help,16,3
claude-opus-4-8,lieutenant,causation,help,17,3
claude-opus-4-8,lieutenant,causation,help,18,3
claude-opus-4-8,lieutenant,causation,help,19,3
claude-opus-4-8,lieutenant,causation,help,20,3
claude-opus-4-8,lieutenant,causation,help,21,3
claude-opus-4-8,lieutenant,causation,help,22,3
claude-opus-4-8,lieutenant,causation,help,23,3
claude-opus-4-8,lieutenant,causation,help,24,3
claude-opus-4-8,lieutenant,causation,help,25,3
claude-opus-4-8,lieutenant,causation,help,26,3
claude-opus-4-8,lieutenant,causation,help,27,3
claude-opus-4-8,lieutenant,causation,help,28,3
claude-opus-4-8,lieutenant,causation,help,29,3
claude-opus-4-8,lieutenant,causation,help,30,3
claude-opus-4-8,factory,intentionality,harm,1,6
claude-opus-4-8,factory,intentionality,harm,2,6
claude-opus-4-8,factory,intentionality,harm,3,7
claude-opus-4-8,factory,intentionality,harm,4,6
claude-opus-4-8,factory,intentionality,harm,5,7
claude-opus-4-8,factory,intentionality,harm,6,6
claude-opus-4-8,factory,intentionality,harm,7,7
claude-opus-4-8,factory,intentionality,harm,8,6
claude-opus-4-8,factory,intentionality,harm,9,6
claude-opus-4-8,factory,intentionality,harm,10,7
claude-opus-4-8,factory,intentionality,harm,11,7
claude-opus-4-8,factory,intentionality,harm,12,6
claude-opus-4-8,factory,intentionality,harm,13,7
claude-opus-4-8,factory,intentionality,harm,14,6
claude-opus-4-8,factory,intentionality,harm,15,6
claude-opus-4-8,factory,intentionality,harm,16,6
claude-opus-4-8,factory,intentionality,harm,17,6
claude-opus-4-8,factory,intentionality,harm,18,6
claude-opus-4-8,factory,intentionality,harm,19,7
claude-opus-4-8,factory,intentionality,harm,20,6
claude-opus-4-8,factory,intentionality,harm,21,7
claude-opus-4-8,factory,intentionality,harm,22,6
claude-opus-4-8,factory,intentionality,harm,23,6
claude-opus-4-8,factory,intentionality,harm,24,6
claude-opus-4-8,factory,intentionality,harm,25,7
claude-opus-4-8,factory,intentionality,harm,26,6
claude-opus-4-8,factory,intentionality,harm,27,6
claude-opus-4-8,factory,intentionality,harm,28,6
claude-opus-4-8,factory,intentionality,harm,29,6
claude-opus-4-8,factory,intentionality,harm,30,6
claude-opus-4-8,factory,intentionality,help,1,2
claude-opus-4-8,factory,intentionality,help,2,2
claude-opus-4-8,factory,intentionality,help,3,2
claude-opus-4-8,factory,intentionality,help,4,2
claude-opus-4-8,factory,intentionality,help,5,2
claude-opus-4-8,factory,intentionality,help,6,2
claude-opus-4-8,factory,intentionality,help,7,2
claude-opus-4-8,factory,intentionality,help,8,2
claude-opus-4-8,factory,intentionality,help,9,2
claude-opus-4-8,factory,intentionality,help,10,2
claude-opus-4-8,factory,intentionality,help,11,2
claude-opus-4-8,factory,intentionality,help,12,2
claude-opus-4-8,factory,intentionality,help,13,2
claude-opus-4-8,factory,intentionality,help,14,2
claude-opus-4-8,factory,intentionality,help,15,2
claude-opus-4-8,factory,intentionality,help,16,2
claude-opus-4-8,factory,intentionality,help,17,2
claude-opus-4-8,factory,intentionality,help,18,2
claude-opus-4-8,factory,intentionality,help,19,2
claude-opus-4-8,factory,intentionality,help,20,2
claude-opus-4-8,factory,intentionality,help,21,2
claude-opus-4-8,factory,intentionality,help,22,2
claude-opus-4-8,factory,intentionality,help,23,2
claude-opus-4-8,factory,intentionality,help,24,2
claude-opus-4-8,factory,intentionality,help,25,2
claude-opus-4-8,factory,intentionality,help,26,2
claude-opus-4-8,factory,intentionality,help,27,2
claude-opus-4-8,factory,intentionality,help,28,2
claude-opus-4-8,factory,intentionality,help,29,2
claude-opus-4-8,factory,intentionality,help,30,2
claude-opus-4-8,factory,blame,harm,1,7
claude-opus-4-8,factory,blame,harm,2,7
claude-opus-4-8,factory,blame,harm,3,7
claude-opus-4-8,factory,blame,harm,4,7
claude-opus-4-8,factory,blame,harm,5,7
claude-opus-4-8,factory,blame,harm,6,7
claude-opus-4-8,factory,blame,harm,7,7
claude-opus-4-8,factory,blame,harm,8,7
claude-opus-4-8,factory,blame,harm,9,7
claude-opus-4-8,factory,blame,harm,10,7
claude-opus-4-8,factory,blame,harm,11,7
claude-opus-4-8,factory,blame,harm,12,7
claude-opus-4-8,factory,blame,harm,13,7
claude-opus-4-8,factory,blame,harm,14,7
claude-opus-4-8,factory,blame,harm,15,7
claude-opus-4-8,factory,blame,harm,16,7
claude-opus-4-8,factory,blame,harm,17,7
claude-opus-4-8,factory,blame,harm,18,7
claude-opus-4-8,factory,blame,harm,19,7
claude-opus-4-8,factory,blame,harm,20,7
claude-opus-4-8,factory,blame,harm,21,7
claude-opus-4-8,factory,blame,harm,22,7
claude-opus-4-8,factory,blame,harm,23,7
claude-opus-4-8,factory,blame,harm,24,7
claude-opus-4-8,factory,blame,harm,25,7
claude-opus-4-8,factory,blame,harm,26,7
claude-opus-4-8,factory,blame,harm,27,7
claude-opus-4-8,factory,blame,harm,28,7
claude-opus-4-8,factory,blame,harm,29,7
claude-opus-4-8,factory,blame,harm,30,7
claude-opus-4-8,factory,praise,help,1,2
claude-opus-4-8,factory,praise,help,2,2
claude-opus-4-8,factory,praise,help,3,2
claude-opus-4-8,factory,praise,help,4,2
claude-opus-4-8,factory,praise,help,5,2
claude-opus-4-8,factory,praise,help,6,2
claude-opus-4-8,factory,praise,help,7,2
claude-opus-4-8,factory,praise,help,8,2
claude-opus-4-8,factory,praise,help,9,2
claude-opus-4-8,factory,praise,help,10,2
claude-opus-4-8,factory,praise,help,11,2
claude-opus-4-8,factory,praise,help,12,2
claude-opus-4-8,factory,praise,help,13,2
claude-opus-4-8,factory,praise,help,14,2
claude-opus-4-8,factory,praise,help,15,2
claude-opus-4-8,factory,praise,help,16,2
claude-opus-4-8,factory,praise,help,17,2
claude-opus-4-8,factory,praise,help,18,2
claude-opus-4-8,factory,praise,help,19,2
claude-opus-4-8,factory,praise,help,20,2
claude-opus-4-8,factory,praise,help,21,2
claude-opus-4-8,factory,praise,help,22,2
claude-opus-4-8,factory,praise,help,23,2
claude-opus-4-8,factory,praise,help,24,2
claude-opus-4-8,factory,praise,help,25,2
claude-opus-4-8,factory,praise,help,26,2
claude-opus-4-8,factory,praise,help,27,2
claude-opus-4-8,factory,praise,help,28,2
claude-opus-4-8,factory,praise,help,29,2
claude-opus-4-8,factory,praise,help,30,2
claude-opus-4-8,factory,responsibility,harm,1,7
